Pokemon Id,Pokedex Number,Pokemon Name,Game(s) of Origin,Generation,Alternate Form Name,Legendary Status,Legendary Type,Pre-Evolution Pokemon Id,Evolution Details,Level of Evolution,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Male Ratio,Female Ratio,M:F Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
1025,649,Genesect,Black,5,,True,Mythical,,NA,,1.5,82.5,Bug,Steel,Download,NA,NA,,0.0,0.0,0.0:0.0,0,71,120,95,120,95,99,600,0,1,0,1,0,1,3,3,Slow,1250000,No Eggs,NA,120
1026,65,Alakazam,Red,1,,False,NA,1015.0,Trade or Friendship,,1.5,48.0,Psychic,NA,Synchronize,Inner Focus,Magic Guard,,75.0,25.0,75.0:25.0,50,55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,Medium Slow,1059860,Human Like,NA,20
1076,66,Machop,Red,1,,False,NA,,NA,,0.8,19.5,Fighting,NA,Guts,No Guard,Steadfast,,75.0,25.0,75.0:25.0,50,70,80,50,35,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,Human Like,NA,20
1087,67,Machoke,Red,1,,False,NA,1076.0,Leveling Up,28.0,1.5,70.5,Fighting,NA,Guts,No Guard,Steadfast,,75.0,25.0,75.0:25.0,50,80,100,70,50,60,45,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,Human Like,NA,20
1097,68,Machamp,Red,1,,False,NA,1087.0,Trade or Friendship,,1.6,130.0,Fighting,NA,Guts,No Guard,Steadfast,,75.0,25.0,75.0:25.0,50,90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,Human Like,NA,20
1109,69,Bellsprout,Red,1,,False,NA,,NA,,0.7,4.0,Grass,Poison,Chlorophyll,NA,Gluttony,,50.0,50.0,50.0:50.0,50,50,75,35,70,30,40,300,0,1,0,0,0,0,1,255,Medium Slow,1059860,Grass,NA,20
1128,70,Weepinbell,Red,1,,False,NA,1109.0,Leveling Up,21.0,1.0,6.4,Grass,Poison,Chlorophyll,NA,Gluttony,,50.0,50.0,50.0:50.0,50,65,90,50,85,45,55,390,0,2,0,0,0,0,2,120,Medium Slow,1059860,Grass,NA,20
1139,71,Victreebel,Red,1,,False,NA,1128.0,Evolution stone,,1.7,15.5,Grass,Poison,Chlorophyll,NA,Gluttony,,50.0,50.0,50.0:50.0,50,80,105,65,100,70,70,490,0,3,0,0,0,0,3,45,Medium Slow,1059860,Grass,NA,20
1150,72,Tentacool,Red,1,,False,NA,,NA,,0.9,45.5,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,,50.0,50.0,50.0:50.0,50,40,40,35,50,100,70,335,0,0,0,0,1,0,1,190,Slow,1250000,Water3,NA,20
1254,73,Tentacruel,Red,1,,False,NA,1150.0,Leveling Up,30.0,1.6,55.0,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,,50.0,50.0,50.0:50.0,50,80,70,65,80,120,100,515,0,0,0,0,2,0,2,60,Slow,1250000,Water3,NA,20
1265,74,Geodude,Red,1,,False,NA,,NA,,0.4,20.0,Rock,Ground,Rock Head,Sturdy,Sand Veil,,50.0,50.0,50.0:50.0,50,40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,Medium Slow,1059860,Mineral,NA,15
1276,75,Graveler,Red,1,,False,NA,1265.0,Leveling Up,25.0,1.0,105.0,Rock,Ground,Rock Head,Sturdy,Sand Veil,,50.0,50.0,50.0:50.0,50,55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,Medium Slow,1059860,Mineral,NA,15
1287,76,Golem,Red,1,,False,NA,1276.0,Trade or Friendship,,1.4,300.0,Rock,Ground,Rock Head,Sturdy,Sand Veil,,50.0,50.0,50.0:50.0,50,80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,Mineral,NA,15
1297,77,Ponyta,Red,1,,False,NA,,NA,,1.0,30.0,Fire,NA,Run Away,Flash Fire,Flame Body,,50.0,50.0,50.0:50.0,50,50,85,55,65,65,90,410,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
1308,78,Rapidash,Red,1,,False,NA,1297.0,Leveling Up,40.0,1.7,95.0,Fire,NA,Run Away,Flash Fire,Flame Body,,50.0,50.0,50.0:50.0,50,65,100,70,80,80,105,500,0,0,0,0,0,2,2,60,Medium Fast,1000000,Field,NA,20
1319,79,Slowpoke,Red,1,,False,NA,,NA,,1.2,36.0,Water,Psychic,Oblivious,Own Tempo,Regenerator,,50.0,50.0,50.0:50.0,50,90,65,65,40,40,15,315,1,0,0,0,0,0,1,190,Medium Fast,1000000,Monster,Water1,20
1330,80,Slowbro,Red,1,,False,NA,1319.0,Leveling Up,37.0,1.6,78.5,Water,Psychic,Oblivious,Own Tempo,Regenerator,,50.0,50.0,50.0:50.0,50,95,75,110,100,80,30,490,0,0,2,0,0,0,2,75,Medium Fast,1000000,Monster,Water1,20
1341,82,Magneton,Red,1,,False,NA,46.0,Leveling Up,30.0,1.0,60.0,Electric,Steel,Magnet Pull,Sturdy,Analytic,,0.0,0.0,0.0:0.0,50,50,60,95,120,70,70,465,0,0,0,2,0,0,2,60,Medium Fast,1000000,Mineral,NA,20
1342,83,Farfetch'd,Red,1,,False,NA,,NA,,0.8,15.0,Normal,Flying,Keen Eye,Inner Focus,Defiant,,50.0,50.0,50.0:50.0,50,52,90,55,58,62,60,377,0,1,0,0,0,0,1,45,Medium Fast,1000000,Flying,Field,20
1343,84,Doduo,Red,1,,False,NA,,NA,,1.4,39.2,Normal,Flying,Run Away,Early Bird,Tangled Feet,,50.0,50.0,50.0:50.0,50,35,85,45,35,35,75,310,0,1,0,0,0,0,1,190,Medium Fast,1000000,Flying,NA,20
1344,85,Dodrio,Red,1,,False,NA,1343.0,Leveling Up,31.0,1.8,85.2,Normal,Flying,Run Away,Early Bird,Tangled Feet,,50.0,50.0,50.0:50.0,50,60,110,70,60,60,110,470,0,2,0,0,0,0,2,45,Medium Fast,1000000,Flying,NA,20
1345,86,Seel,Red,1,,False,NA,,NA,,1.1,90.0,Water,NA,Thick Fat,Hydration,Ice Body,,50.0,50.0,50.0:50.0,50,65,45,55,45,70,45,325,0,0,0,0,1,0,1,190,Medium Fast,1000000,Water1,Field,20
1346,87,Dewgong,Red,1,,False,NA,1345.0,Leveling Up,34.0,1.7,120.0,Water,Ice,Thick Fat,Hydration,Ice Body,,50.0,50.0,50.0:50.0,50,90,70,80,70,95,70,475,0,0,0,0,2,0,2,75,Medium Fast,1000000,Water1,Field,20
1347,88,Grimer,Red,1,,False,NA,,NA,,0.9,30.0,Poison,NA,Stench,Sticky Hold,Poison Touch,,50.0,50.0,50.0:50.0,50,80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,Amorphous,NA,20
1348,89,Muk,Red,1,,False,NA,1347.0,Leveling Up,38.0,1.2,30.0,Poison,NA,Stench,Sticky Hold,Poison Touch,,50.0,50.0,50.0:50.0,50,105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,Medium Fast,1000000,Amorphous,NA,20
1349,90,Shellder,Red,1,,False,NA,,NA,,0.3,4.0,Water,NA,Shell Armor,Skill Link,Overcoat,,50.0,50.0,50.0:50.0,50,30,65,100,45,25,40,305,0,0,1,0,0,0,1,190,Slow,1250000,Water3,NA,20
1350,91,Cloyster,Red,1,,False,NA,1349.0,Evolution stone,,1.5,132.5,Water,Ice,Shell Armor,Skill Link,Overcoat,,50.0,50.0,50.0:50.0,50,50,95,180,85,45,70,525,0,0,2,0,0,0,2,60,Slow,1250000,Water3,NA,20
1351,92,Gastly,Red,1,,False,NA,,NA,,1.3,0.1,Ghost,Poison,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,30,35,30,100,35,80,310,0,0,0,1,0,0,1,190,Medium Slow,1059860,Amorphous,NA,20
1352,93,Haunter,Red,1,,False,NA,1351.0,Leveling Up,25.0,1.6,0.1,Ghost,Poison,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,45,50,45,115,55,95,405,0,0,0,2,0,0,2,90,Medium Slow,1059860,Amorphous,NA,20
1353,94,Gengar,Red,1,,False,NA,1352.0,Trade or Friendship,,1.5,40.5,Ghost,Poison,Cursed Body,NA,NA,,50.0,50.0,50.0:50.0,50,60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,Medium Slow,1059860,Amorphous,NA,20
1354,95,Onix,Red,1,,False,NA,,NA,,8.8,210.0,Rock,Ground,Rock Head,Sturdy,Weak Armor,,50.0,50.0,50.0:50.0,50,35,45,160,30,45,70,385,0,0,1,0,0,0,1,45,Medium Fast,1000000,Mineral,NA,25
1355,96,Drowzee,Red,1,,False,NA,,NA,,1.0,32.4,Psychic,NA,Insomnia,Forewarn,Inner Focus,,50.0,50.0,50.0:50.0,50,60,48,45,43,90,42,328,0,0,0,0,1,0,1,190,Medium Fast,1000000,Human Like,NA,20
1356,97,Hypno,Red,1,,False,NA,1355.0,Leveling Up,26.0,1.6,75.6,Psychic,NA,Insomnia,Forewarn,Inner Focus,,50.0,50.0,50.0:50.0,50,85,73,70,73,115,67,483,0,0,0,0,2,0,2,75,Medium Fast,1000000,Human Like,NA,20
1357,98,Krabby,Red,1,,False,NA,,NA,,0.4,6.5,Water,NA,Hyper Cutter,Shell Armor,Sheer Force,,50.0,50.0,50.0:50.0,50,30,105,90,25,25,50,325,0,1,0,0,0,0,1,225,Medium Fast,1000000,Water3,NA,20
1358,99,Kingler,Red,1,,False,NA,1357.0,Leveling Up,28.0,1.3,60.0,Water,NA,Hyper Cutter,Shell Armor,Sheer Force,,50.0,50.0,50.0:50.0,50,55,130,115,50,50,75,475,0,2,0,0,0,0,2,60,Medium Fast,1000000,Water3,NA,20
1391,386,Deoxys,FireRed,3,Attack,True,Mythical,,NA,,1.7,60.8,Psychic,NA,Pressure,NA,NA,,0.0,0.0,0.0:0.0,0,50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,Slow,1250000,No Eggs,NA,120
1392,386,Deoxys,LeafGreen,3,Defense,True,Mythical,,NA,,1.7,60.8,Psychic,NA,Pressure,NA,NA,,0.0,0.0,0.0:0.0,0,50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,Slow,1250000,No Eggs,NA,120
1393,386,Deoxys,Emerald,3,Speed,True,Mythical,,NA,,1.7,60.8,Psychic,NA,Pressure,NA,NA,,0.0,0.0,0.0:0.0,0,50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs,NA,120
1401,487,Giratina,Platinum,4,Origin,True,Legendary,,NA,,6.9,650.0,Ghost,Dragon,Levitate,NA,NA,,0.0,0.0,0.0:0.0,0,150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1407,492,Shaymin,Platinum,4,Sky,True,Mythical,,NA,,0.4,5.2,Grass,Flying,Serene Grace,NA,NA,,0.0,0.0,0.0:0.0,100,100,103,75,120,75,127,600,0,0,0,0,0,3,3,45,Medium Slow,1059860,No Eggs,NA,120
1408,479,Rotom,Platinum,4,Heat,False,NA,,NA,,0.3,0.3,Electric,Fire,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
1409,479,Rotom,Platinum,4,Wash,False,NA,,NA,,0.3,0.3,Electric,Water,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
1410,479,Rotom,Platinum,4,Frost,False,NA,,NA,,0.3,0.3,Electric,Ice,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
1411,479,Rotom,Platinum,4,Fan,False,NA,,NA,,0.3,0.3,Electric,Flying,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
1413,479,Rotom,Platinum,4,Mow,False,NA,,NA,,0.3,0.3,Electric,Grass,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
1414,550,Basculin,Black,5,Blue-Striped,False,NA,,NA,,1.0,18.0,Water,NA,Rock Head,Adaptability,Mold Breaker,,50.0,50.0,50.0:50.0,50,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,Water2,NA,40
1415,641,Tornadus,Black2,5,Therian,True,Sub Legendary,,NA,,1.5,63.0,Flying,NA,Regenerator,NA,NA,,100.0,0.0,100.0:0.0,90,79,100,80,110,90,121,580,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs,NA,120
1416,642,Thundurus,Black2,5,Therian,True,Sub Legendary,,NA,,3.0,61.0,Electric,Flying,Volt Absorb,NA,NA,,100.0,0.0,100.0:0.0,90,79,105,70,145,80,101,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
1417,645,Landorus,Black2,5,Therian,True,Sub Legendary,,NA,,1.3,68.0,Ground,Flying,Intimidate,NA,NA,,100.0,0.0,100.0:0.0,90,89,145,90,105,80,91,600,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1421,646,Kyurem,Black2,5,White,True,Legendary,,NA,,3.6,325.0,Dragon,Ice,Turboblaze,NA,NA,,0.0,0.0,0.0:0.0,0,125,120,90,170,100,95,700,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
1423,646,Kyurem,Black2,5,Black,True,Legendary,,NA,,3.3,325.0,Dragon,Ice,Teravolt,NA,NA,,0.0,0.0,0.0:0.0,0,125,170,100,120,90,95,700,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1554,555,Darmanitan,Black,5,Zen,False,NA,,NA,,1.3,92.9,Fire,Psychic,Zen Mode,NA,NA,,50.0,50.0,50.0:50.0,50,105,30,105,140,105,55,540,0,0,0,2,0,0,2,60,Medium Slow,1059860,Field,NA,20
1565,351,Castform,Ruby,3,Sunny,False,NA,,NA,,0.3,0.8,Fire,NA,Forecast,NA,NA,,50.0,50.0,50.0:50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,Fairy,Amorphous,25
1566,351,Castform,Ruby,3,Rainy,False,NA,,NA,,0.3,0.8,Water,NA,Forecast,NA,NA,,50.0,50.0,50.0:50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,Fairy,Amorphous,25
1567,351,Castform,Ruby,3,Snowy,False,NA,,NA,,0.3,0.8,Ice,NA,Forecast,NA,NA,,50.0,50.0,50.0:50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,Fairy,Amorphous,25
1568,413,Wormadam,Diamond,4,Sandy,False,NA,1645.0,Leveling Up,,0.5,6.5,Bug,Ground,Anticipation,NA,Overcoat,,0.0,100.0,0.0:100.0,50,60,79,105,59,85,36,424,0,0,2,0,0,0,2,45,Medium Fast,1000000,Bug,NA,15
1569,413,Wormadam,Diamond,4,Trash,False,NA,1646.0,Leveling Up,,0.5,6.5,Bug,Steel,Anticipation,NA,Overcoat,,0.0,100.0,0.0:100.0,50,60,69,95,69,95,36,424,0,0,1,0,1,0,2,45,Medium Fast,1000000,Bug,NA,15
1570,648,Meloetta,Black,5,Pirouette,True,Mythical,,NA,,0.6,6.5,Normal,Fighting,Serene Grace,NA,NA,,0.0,0.0,0.0:0.0,100,100,128,90,77,77,128,600,0,1,1,0,0,1,3,3,Slow,1250000,No Eggs,NA,120
1645,412,Burmy,Diamond,4,Sandy,False,NA,,NA,,0.2,3.4,Bug,NA,Shed Skin,NA,Overcoat,,50.0,50.0,50.0:50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NA,15
1646,412,Burmy,Diamond,4,Trash,False,NA,,NA,,0.2,3.4,Bug,NA,Shed Skin,NA,Overcoat,,50.0,50.0,50.0:50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NA,15
1784,422,Shellos,Diamond,4,East Sea,False,NA,,NA,,0.3,6.3,Water,NA,Sticky Hold,Storm Drain,Sand Force,,50.0,50.0,50.0:50.0,50,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water1,Amorphous,20
1785,423,Gastrodon,Diamond,4,East Sea,False,NA,1784.0,Leveling Up,30.0,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,,50.0,50.0,50.0:50.0,50,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water1,Amorphous,20
1786,647,Keldeo,Black,5,Resolute,True,Mythical,,NA,,1.4,48.5,Water,Fighting,Justified,NA,NA,,0.0,0.0,0.0:0.0,35,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,80
1787,585,Deerling,Black,5,Summer,False,NA,,NA,,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
1788,585,Deerling,Black,5,Autumn,False,NA,,NA,,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
1789,585,Deerling,Black,5,Winter,False,NA,,NA,,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
1790,586,Sawsbuck,Black,5,Summer,False,NA,1787.0,Leveling Up,34.0,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Field,NA,20
1791,586,Sawsbuck,Black,5,Autumn,False,NA,1788.0,Leveling Up,34.0,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Field,NA,20
1792,586,Sawsbuck,Black,5,Winter,False,NA,1789.0,Leveling Up,34.0,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Field,NA,20
1834,201,Unown,Gold,2,A,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1835,201,Unown,Gold,2,B,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1836,201,Unown,Gold,2,C,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1837,201,Unown,Gold,2,D,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1838,201,Unown,Gold,2,E,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1839,201,Unown,Gold,2,G,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1840,201,Unown,Gold,2,H,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1841,201,Unown,Gold,2,I,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1842,201,Unown,Gold,2,J,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1843,201,Unown,Gold,2,K,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1844,201,Unown,Gold,2,L,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1845,201,Unown,Gold,2,M,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1846,201,Unown,Gold,2,N,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1847,201,Unown,Gold,2,O,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1848,201,Unown,Gold,2,P,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1849,201,Unown,Gold,2,Q,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1850,201,Unown,Gold,2,R,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1851,201,Unown,Gold,2,S,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1852,201,Unown,Gold,2,T,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1853,201,Unown,Gold,2,U,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1854,201,Unown,Gold,2,V,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1855,201,Unown,Gold,2,W,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1856,201,Unown,Gold,2,X,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1857,201,Unown,Gold,2,Y,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1858,201,Unown,Gold,2,Z,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1859,201,Unown,Ruby,2,!,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
1860,201,Unown,Ruby,2,?,False,NA,,NA,,0.5,5.0,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,No Eggs,NA,40
